geo_point_2d;geo_shape;objid;id_entsorg;kategorie;name;beschreibu;adresse;plz;ortschaft;telefon;www_link;oeffnungsz;zustaendig
47.5618708175, 7.58605395747;"{""type"": ""Point"", ""coordinates"": [7.586053957467104, 47.56187081754084]}";1;3037;Brauchbare Dinge;Sirup Design & Secondhand for Kids;Second-Hand-Shop für Kinder;Totentanz 5;4051;Basel;+41 (0) 61 261 33 01;;;Amt für Umwelt und Energie Basel-Stadt
47.5567503493, 7.58720777552;"{""type"": ""Point"", ""coordinates"": [7.587207775520129, 47.55675034927037]}";2;3036;Brauchbare Dinge;Anna K. First- und Secondhand Fashion;Second-Hand-Shop;Rümelinsplatz 15;4001;Basel;+41 (0) 61 261 62 64;;;Amt für Umwelt und Energie Basel-Stadt
47.5673929179, 7.5899154568;"{""type"": ""Point"", ""coordinates"": [7.589915456803557, 47.56739291792938]}";3;3035;Brauchbare Dinge;FETAG GmbH;Second Hand, Räumungen;Oetlingerstrasse / Hinterhof 50;4057;Basel;+41 (0) 61 693 04 90;;;Amt für Umwelt und Energie Basel-Stadt
47.558101845, 7.58606116021;"{""type"": ""Point"", ""coordinates"": [7.586061160206373, 47.55810184501683]}";5;3033;Brauchbare Dinge;Rindlisbacher Gigi;Damenmode, Second-Hand-Shop;Andreasplatz 7;4051;Basel;+41 (0) 61 261 29 04;;;Amt für Umwelt und Energie Basel-Stadt
47.5590472787, 7.58345314896;"{""type"": ""Point"", ""coordinates"": [7.583453148962221, 47.559047278693306]}";14;3024;Brauchbare Dinge;Flohmarkt Petersplatz;Jeweils am Samstag von 07.30 - 16.00 Uhr / Anmeldung obligatorisch;Petersplatz;4051;Basel;+41 (0) 61 267 70 43;http://www.marketing.bs.ch/messen-maerkte/basler-maerkte/flohmaerkte.html;;Amt für Umwelt und Energie Basel-Stadt
47.5547872972, 7.58958619492;"{""type"": ""Point"", ""coordinates"": [7.589586194919508, 47.5547872972223]}";15;3023;Brauchbare Dinge;Flohmarkt Barfüsserplatz;Jeweils am 2. und 4. Mittwoch im Monat, von 07.00 - 19.00 Uhr / Anmeldung obligatorisch;Barfüsserplatz;4051;Basel;+41 (0) 61 267 70 43;http://www.marketing.bs.ch/messen-maerkte/basler-maerkte/flohmaerkte.html;;Amt für Umwelt und Energie Basel-Stadt
47.5636418411, 7.59892483381;"{""type"": ""Point"", ""coordinates"": [7.598924833810678, 47.56364184110471]}";17;3021;Brauchbare Dinge;Graf Seismo;Secondhand Shop / Musikinstrumente / Auswahl an Lederjacken / Bilder;Riehenring 65;4058;Basel;+41 (0) 61 681 89 26;;;Amt für Umwelt und Energie Basel-Stadt
47.5448113367, 7.58961788619;"{""type"": ""Point"", ""coordinates"": [7.589617886187877, 47.54481133668875]}";19;3019;Brauchbare Dinge;Bücher-Brocky;Bücher;Güterstrasse 137;4053;Basel;+41 (0) 61 361 11 10;;;Amt für Umwelt und Energie Basel-Stadt
47.5536594427, 7.60358067408;"{""type"": ""Point"", ""coordinates"": [7.60358067408245, 47.553659442681806]}";20;3018;Brauchbare Dinge;Buchantiquariat Hupfer & Bieri;Antiquariat / Buchhandlung / Secondhand Shop;St. Alban-Berg 2a;4052;Basel;+41 (0) 61 272 33 21;;;Amt für Umwelt und Energie Basel-Stadt
47.5680923602, 7.60124128189;"{""type"": ""Point"", ""coordinates"": [7.601241281885202, 47.56809236022112]}";22;3016;Brauchbare Dinge;Second Hand Knorli;Secondhand Shop / Brockenhaus / Babyartikel und mehr;Schönaustrasse 47;4058;Basel;+41 (0) 61 681 85 07;;;Amt für Umwelt und Energie Basel-Stadt
47.5567363489, 7.57185742331;"{""type"": ""Point"", ""coordinates"": [7.571857423309392, 47.556736348921284]}";25;3013;Brauchbare Dinge;Kleiderbügel;Secondhand Shop;Allschwilerstrasse 50;4055;Basel;+41 (0) 61 301 47 74;;;Amt für Umwelt und Energie Basel-Stadt
47.5687734816, 7.59025842507;"{""type"": ""Point"", ""coordinates"": [7.590258425069846, 47.56877348156528]}";26;3012;Brauchbare Dinge;HIOB International;Secondhand Shop / Brockenhaus;Klybeckstrasse 91;4057;Basel;+41 (0) 61 683 23 60;;;Amt für Umwelt und Energie Basel-Stadt
47.5588197684, 7.59530690738;"{""type"": ""Point"", ""coordinates"": [7.595306907375795, 47.55881976843277]}";34;3004;Brauchbare Dinge;CARITAS beider Basel;Secondhand Shop / Boutique / Brockenhaus;Lindenberg 20;4058;Basel;+41 (0) 61 691 55 55;;;Amt für Umwelt und Energie Basel-Stadt
47.570027148, 7.578478252;"{""type"": ""Point"", ""coordinates"": [7.578478252001079, 47.57002714796464]}";36;3002;Brauchbare Dinge;Art-Johann;Secondhand Shop / Kleiderbörse / Boutique;Elsässerstrasse 75;4056;Basel;+41 (0) 61 556 40 20;;;Amt für Umwelt und Energie Basel-Stadt
47.5665535415, 7.59186667392;"{""type"": ""Point"", ""coordinates"": [7.591866673917391, 47.56655354147566]}";38;3000;Brauchbare Dinge;Anna Brockenhaus;Secondhand Shop / Brockenhaus;Feldbergstrasse 63;4057;Basel;+41 (0) 61 681 55 36;;;Amt für Umwelt und Energie Basel-Stadt
47.5611031916, 7.58640450586;"{""type"": ""Point"", ""coordinates"": [7.586404505855044, 47.5611031916146]}";43;4025;Brillen;Optik Atelier Käser;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Blumenrain 21;4051;Basel;+41 (0) 61 281 17 17;;;Amt für Umwelt und Energie Basel-Stadt
47.534102966, 7.60568157268;"{""type"": ""Point"", ""coordinates"": [7.605681572676275, 47.53410296597361]}";45;4023;Brillen;Eyemetrics Optic Service AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Rotterdam-Strasse 21;4053;Basel;+41 (0) 61 338 95 55;;;Amt für Umwelt und Energie Basel-Stadt
47.5556980651, 7.58878632125;"{""type"": ""Point"", ""coordinates"": [7.588786321247637, 47.5556980650804]}";49;4019;Brillen;Visilab Basel;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Gerbergasse 55;4001;Basel;+41 (0) 61 261 33 90;;;Amt für Umwelt und Energie Basel-Stadt
47.5581361863, 7.58705794667;"{""type"": ""Point"", ""coordinates"": [7.587057946668044, 47.5581361863177]}";51;4017;Brillen;Ramstein Optik AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Sattelgasse 4;4051;Basel;+41 (0) 61 261 58 88;;;Amt für Umwelt und Energie Basel-Stadt
47.5610917346, 7.57439683188;"{""type"": ""Point"", ""coordinates"": [7.574396831882636, 47.56109173457807]}";55;4013;Brillen;Optik Schneider AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Spalenring 15;4055;Basel;+41 (0) 61 381 91 91;;;Amt für Umwelt und Energie Basel-Stadt
47.5450664846, 7.58844436644;"{""type"": ""Point"", ""coordinates"": [7.588444366438812, 47.54506648460866]}";56;4012;Brillen;Handschin Augenoptik;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Güterstrasse 126;4053;Basel;+41 (0) 61 361 22 22;;;Amt für Umwelt und Energie Basel-Stadt
47.5522166201, 7.59390190544;"{""type"": ""Point"", ""coordinates"": [7.593901905439584, 47.5522166200577]}";58;4010;Brillen;Messner Optik GmbH;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Aeschenvorstadt 57;4051;Basel;+41 (0) 61 271 16 86;;;Amt für Umwelt und Energie Basel-Stadt
47.54699134, 7.56562163974;"{""type"": ""Point"", ""coordinates"": [7.565621639738159, 47.546991340028875]}";62;4006;Brillen;Frank Augenoptik GmbH;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Neubadstrasse 147;4054;Basel;+41 (0) 61 302 32 30;;;Amt für Umwelt und Energie Basel-Stadt
47.5524953629, 7.58985338825;"{""type"": ""Point"", ""coordinates"": [7.589853388253125, 47.55249536286017]}";65;4003;Brillen;Beyeler Optik AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Theaterstrasse 9;4051;Basel;+41 (0) 61 272 15 15;;;Amt für Umwelt und Energie Basel-Stadt
47.5520786519, 7.59008470706;"{""type"": ""Point"", ""coordinates"": [7.590084707063524, 47.55207865193303]}";68;4000;Brillen;Bader Brillen Optik AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Klosterberg 8;4051;Basel;+41 (0) 61 272 05 33;;;Amt für Umwelt und Energie Basel-Stadt
47.5663160765, 7.56534849749;"{""type"": ""Point"", ""coordinates"": [7.565348497487296, 47.56631607654285]}";71;15005;Verkauf Chipkarte Bio Klappe Basel;Burgfelder-Apotheke;Verkauf und Aufladung von Chipkarten für die Bio-Klappen / MO-FR 8-12.15 und 13.30-18.30 / SA 8-13;Burgfelderstrasse 170;4055;Basel;+41 (0) 61 321 29 29;;;Amt für Umwelt und Energie Basel-Stadt
47.5576260704, 7.57247130012;"{""type"": ""Point"", ""coordinates"": [7.5724713001185, 47.557626070368066]}";72;15004;Verkauf Chipkarte Bio Klappe Basel;Ahorn Apotheke;Verkauf und Aufladung von Chipkarten für die Bio-Klappen / MO-FR 8-12.15 und 14-18.30 / SA 8-13;Ahornstrasse 24;4055;Basel;+41 (0) 61 301 48 88;;;Amt für Umwelt und Energie Basel-Stadt
47.5601806197, 7.58676282572;"{""type"": ""Point"", ""coordinates"": [7.586762825721119, 47.56018061967867]}";75;15001;Verkauf Chipkarte Bio Klappe Basel;Kundenzentrum Spiegelhof des JSD;Verkauf und Aufladung von Chipkarten für die Bio-Klappen / MO-FR 9-17.30 Uhr (MI bis 18.30);Spegelgasse 6;4001;Basel;+41 (0) 61 267 71 71;http://www.bdm.bs.ch/?;;Amt für Umwelt und Energie Basel-Stadt
47.5795246408, 7.59064507317;"{""type"": ""Point"", ""coordinates"": [7.59064507317412, 47.579524640837874]}";82;7024;Kleider und Textilien;Kleidereinwurf - Rotes Kreuz;Second-Hand-Shop;Kleinhüningerstrasse 165;4057;Basel;+41 (0) 61 632 02 25;;;Amt für Umwelt und Energie Basel-Stadt
47.5618637395, 7.58605393793;"{""type"": ""Point"", ""coordinates"": [7.586053937931562, 47.56186373951055]}";83;7027;Kleider und Textilien;Sirup Design & Secondhand for Kids;Second-Hand-Shop für Kinder;Totentanz 5;4051;Basel;+41 (0) 61 261 33 01;;;Amt für Umwelt und Energie Basel-Stadt
47.5454528971, 7.58738094654;"{""type"": ""Point"", ""coordinates"": [7.587380946540537, 47.545452897090335]}";85;7025;Kleider und Textilien;Second Floor;Second-Hand-Shop, Fachhandel;Güterstrasse 114;4053;Basel;+41 (0) 61 361 77 22;;;Amt für Umwelt und Energie Basel-Stadt
47.55489892, 7.61274107519;"{""type"": ""Point"", ""coordinates"": [7.612741075188762, 47.55489891995909]}";89;7020;Kleider und Textilien;Kleiderkiste Breit GmbH;Frauen und Kinderkleider;Homburgerstrasse 42;4052;Basel;+41 (0) 61 311 83 11;;;Amt für Umwelt und Energie Basel-Stadt
47.5367218832, 7.60784154578;"{""type"": ""Point"", ""coordinates"": [7.607841545783019, 47.53672188322261]}";92;7017;Kleider und Textilien;Heilsarmee Brocki Basel Dreispitz;Secondhand Shop / Brockenhaus;Leimgrubenweg 9;4053;Basel;+41 (0) 61 331 57 88;http://www.brocki.ch/basel;;Amt für Umwelt und Energie Basel-Stadt
47.5654531372, 7.58874734839;"{""type"": ""Point"", ""coordinates"": [7.588747348389505, 47.5654531372171]}";98;7010;Kleider und Textilien;Heilsarmee Brocki Basel Breisacher;Secondhand Shop, Brockenhaus;Breisacherstrasse 45;4057;Basel;+41 (0) 61 683 80 47;;;Amt für Umwelt und Energie Basel-Stadt
47.5628165795, 7.59599371043;"{""type"": ""Point"", ""coordinates"": [7.595993710433781, 47.56281657953735]}";103;7005;Kleider und Textilien;Clara-Brocki;Secondhand Shop, Brockenhaus;Claramattweg 16;4057;Basel;+41 (0) 61 701 41 41;;;Amt für Umwelt und Energie Basel-Stadt
47.5639310194, 7.59182721744;"{""type"": ""Point"", ""coordinates"": [7.591827217435378, 47.563931019394694]}";105;7003;Kleider und Textilien;Brocanthaus Bollig AG;Secondhand Shop, Brockenhaus;Klybeckstrasse 20;4057;Basel;+41 (0) 61 303 11 80;;;Amt für Umwelt und Energie Basel-Stadt
47.5836298793, 7.59097929971;"{""type"": ""Point"", ""coordinates"": [7.590979299707626, 47.58362987931547]}";110;8020;Kleidercontainer;Remondis Recyclingpark;Diverse Abfälle und Wertstoffe in allen Mengen / Mo-Fr 14-16:30, Sa 8-15:00;Bonergasse 12;4057;Basel;+41 (0) 61 639 34 30;;;Amt für Umwelt und Energie Basel-Stadt
47.5624462244, 7.55156792481;"{""type"": ""Point"", ""coordinates"": [7.551567924812592, 47.562446224377496]}";111;8021;Kleidercontainer;VEOLIA Umweltservice;Diverse Abfälle und Wertstoffe in allen Mengen / Mo-Fr 7-11:45 und 13-16:45, Sa 8-12:30;Kiesstrasse 24-26;4123;Allschwil;+41 (0) 61 487 21 00;;;Amt für Umwelt und Energie Basel-Stadt
47.5637791492, 7.56136033257;"{""type"": ""Point"", ""coordinates"": [7.561360332574226, 47.56377914924262]}";114;8007;Kleidercontainer;Kleidercontainer - Texaid / Contex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Felsplattenstrasse 11;4055;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5769085299, 7.59127676611;"{""type"": ""Point"", ""coordinates"": [7.591276766114233, 47.57690852991349]}";115;8026;Kleidercontainer;Kleidercontainer - COOP - Telltex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Inselstrasse 76;4057;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.577344434, 7.5922977001;"{""type"": ""Point"", ""coordinates"": [7.592297700099865, 47.57734443396876]}";116;8018;Kleidercontainer;Kleidercontainer - BVB - Texaid;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Wiesenstrasse 15;4057;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.546899461, 7.56819713229;"{""type"": ""Point"", ""coordinates"": [7.568197132293953, 47.54689946099677]}";117;8011;Kleidercontainer;Kleidercontainer - Texaid / Contex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Laupenring 15;4054;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5335805718, 7.5876855897;"{""type"": ""Point"", ""coordinates"": [7.587685589696601, 47.53358057181175]}";118;8005;Kleidercontainer;Kleidercontainer - Texaid;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Bruderholzallee  (Tramhaltstelle) 55;4059;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5698229075, 7.61555535334;"{""type"": ""Point"", ""coordinates"": [7.615555353344551, 47.56982290753675]}";126;8028;Kleidercontainer;Kleidercontainer - Migros - TellTex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Riehenstrasse 315;4058;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5654526929, 7.58875017753;"{""type"": ""Point"", ""coordinates"": [7.588750177531502, 47.565452692882516]}";133;8036;Kleidercontainer;Kleidercontainer im Laden / Heilsarmee Brocki Basel Breisacher;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Breisacherstrasse 45;4057;Basel;+41 (0) 61 683 80 4;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5700618344, 7.57289934522;"{""type"": ""Point"", ""coordinates"": [7.572899345223321, 47.57006183443461]}";134;8017;Kleidercontainer;Kleidercontainer - SBB - Texaid;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Vogesenplatz Keine;4056;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5687886913, 7.57417189544;"{""type"": ""Point"", ""coordinates"": [7.57417189544404, 47.568788691327796]}";135;8008;Kleidercontainer;Kleidercontainer - TellTex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Entenweidstrasse (Innenhof rechts) 74;4056;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5925563335, 7.65584428304;"{""type"": ""Point"", ""coordinates"": [7.655844283042023, 47.59255633353373]}";141;8037;Kleidercontainer;Kleidercontainer - Gemeinde - TellTex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Haselrain 65;4125;Riehen;;http://www.textilkoordination.ch;;Gemeinde Riehen
47.5536586086, 7.5714579443;"{""type"": ""Point"", ""coordinates"": [7.5714579443015, 47.553658608627096]}";143;9012;Korkzapfen;CAVA HISPANIA;Korkzapfen von Flaschen;Sennheimerstrasse 16;4054;Basel;+41 (0) 61 302 46 02;http://www.korken.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5577902028, 7.58684174719;"{""type"": ""Point"", ""coordinates"": [7.586841747190196, 47.55779020280844]}";148;9007;Korkzapfen;Paul Ullrich AG;Korkzapfen von Flaschen;Schneidergasse 27;4051;Basel;+41 (0) 61 338 90 90;http://www.korken.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5336698648, 7.60903570446;"{""type"": ""Point"", ""coordinates"": [7.609035704459404, 47.53366986482937]}";150;9005;Korkzapfen;Almas Vinos Vinothek für Spanische Weine;Korkzapfen von Flaschen;Florenz-Strasse 7;4142;Münchenstein;+41 (0) 61 332 00 86;http://www.korken.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5618884867, 7.5897790156;"{""type"": ""Point"", ""coordinates"": [7.589779015602546, 47.56188848665331]}";157;10000;Munition und Waffen;Fachstelle für Waffen der Basler Polizei;Munition, Waffen, Sprengstoff und Feuerwerk / Mo-Fr 7:30-16:00, Mi bis 18:00;Unterer Rheinweg 24;4058;Basel;+41 (0) 61 267 72 74;http://www.polizei.bs.ch/was-tun/bewilligung-einholen/waffen-sprengstoff.html;;Amt für Umwelt und Energie Basel-Stadt
47.5667734661, 7.57658779799;"{""type"": ""Point"", ""coordinates"": [7.576587797992419, 47.56677346612286]}";159;11015;Pneus;Giangreco;Autoreifen mit und ohne Felgen / Kostenpflichtig / keine Rücknahmepflicht;Mülhauserstrasse 113;4056;Basel;+41 (0) 61 383 17 70;;;Amt für Umwelt und Energie Basel-Stadt
47.5677607349, 7.5991007212;"{""type"": ""Point"", ""coordinates"": [7.599100721200603, 47.56776073487204]}";166;11008;Pneus;Grosspeter AG;Autoreifen mit und ohne Felgen / Kostenpflichtig / keine Rücknahmepflicht;Schönaustrasse 25;4058;Basel;+41 (0) 61 690 93 40;;;Amt für Umwelt und Energie Basel-Stadt
47.5836304352, 7.59094622887;"{""type"": ""Point"", ""coordinates"": [7.590946228869185, 47.58363043515478]}";171;11003;Pneus;Remondis Recyclingpark;Diverse Abfälle und Wertstoffe in allen Mengen / Mo-Fr 14-16:30, Sa 8-15:00 / Pneus kostenpflichtig;Bonergasse 12;4057;Basel;+41 (0) 61 639 34 30;http://www.remondis.ch/index.php?id=138;;Amt für Umwelt und Energie Basel-Stadt
47.576987676, 7.5697907342;"{""type"": ""Point"", ""coordinates"": [7.569790734200395, 47.576987675974145]}";172;11002;Pneus;Lottner Recyclingpark;Diverse Abfälle und Wertstoffe in allen Mengen / Mo-Fr 6:30-11:45 und 12:45-16:15, Sa 8-14:45;Schlachthofstrasse 18;4056;Basel;+41 (0) 61 386 96 66;http://www.lottner.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5683052333, 7.63739515927;"{""type"": ""Point"", ""coordinates"": [7.637395159266808, 47.56830523326499]}";175;12000;Recyclingpark;Mobiler Recyclingpark Otto Wenk-Platz;Diverse Abfälle und Wertstoffe in definierten Mengen, siehe Abfuhrplan;Otto Wenk-Platz;4125;Riehen;+41 (0) 61 645 60 60;http://www.riehen.ch/natur-und-umwelt/abfall-und-entsorgung/mobiler-recyclingpark-riehen;"Sa ** 9:30-13:00 Uhr; ** letzter Samstag im Januar, März, Mai, Juli, September, November";Gemeinde Riehen
47.5924957618, 7.65574283434;"{""type"": ""Point"", ""coordinates"": [7.655742834338565, 47.59249576179314]}";176;12005;Recyclingpark;Werkhof;Diverse Abfälle und Wertstoffe in definierten Mengen, siehe Abfuhrplan;Haselrain 65;4125;Riehen;+41 (0) 61 645 60 60;http://www.riehen.ch/leben-und-wohnen/abfall-und-entsorgung/recyclingparks-riehen;"Mo-Fr 8:00-12:00 Uhr und 14:00-16:30 Uhr; Sa ** 9:00-13:00 Uhr; ** letzter Samstag im Februar, April, Juni, August, Oktober, Dezember";Gemeinde Riehen
47.5443767341, 7.59070795811;"{""type"": ""Point"", ""coordinates"": [7.590707958112911, 47.54437673407878]}";184;1018;Annahmestelle Sonderabfall;Amavita Apotheke Gundeli;Jegliche Art Sondeabfall (Medikamente, Batterien, Chemikalien, Farben usw.) / in Haushaltsmengen;Solothurnerstrasse 39;4053;Basel;+41 (0) 58 878 30 00;;;Tiefbauamt Basel-Stadt
47.5518867713, 7.58893766936;"{""type"": ""Point"", ""coordinates"": [7.588937669357743, 47.55188677126293]}";185;1019;Annahmestelle Sonderabfall;Tschopp Creativ-Center AG;Jegliche Art Sondeabfall (Medikamente, Batterien, Chemikalien, Farben usw.) / in Haushaltsmengen;Steinentorstrasse 18;4051;Basel;+41 (0) 61 281 80 80;http://www.tschopp-creativcenter.ch/;Mo-Fr: 09:00-18:30, Sa: 09:00-16:00;Tiefbauamt Basel-Stadt
47.5524630092, 7.56782044713;"{""type"": ""Point"", ""coordinates"": [7.56782044713417, 47.552463009193474]}";186;1026;Annahmestelle Sonderabfall;St. Gallus-Apotheke;Jegliche Art Sondeabfall (Medikamente, Batterien, Chemikalien, Farben usw.) / in Haushaltsmengen;St. Galler-Ring 177;4054;Basel;+41 (0) 61 301 44 50;https://www.stgallus-apotheke.ch/;Mo-Fr: 07:45-12:15 / 13:30-18:30, Sa: 08:00-12:00;Tiefbauamt Basel-Stadt
47.5595349516, 7.59793895695;"{""type"": ""Point"", ""coordinates"": [7.597938956946498, 47.55953495160444]}";189;1028;Annahmestelle Sonderabfall;Wettstein-Apotheke;Jegliche Art Sondeabfall (Medikamente, Batterien, Chemikalien, Farben usw.) / in Haushaltsmengen;Wettsteinplatz 3;4058;Basel;+41 (0) 61 691 20 77;;Mo-Fr: 08:00-12:15 / 13:45-18:30, Sa: 08:00-12:15;Tiefbauamt Basel-Stadt
47.5425442397, 7.59573983285;"{""type"": ""Point"", ""coordinates"": [7.595739832852908, 47.542544239709486]}";190;1027;Annahmestelle Sonderabfall;Tell-Apotheke;Jegliche Art Sondeabfall (Medikamente, Batterien, Chemikalien, Farben usw.) / in Haushaltsmengen;Güterstrasse 223;4053;Basel;+41 (0) 61 361 78 78;;Mo-Fr: 08:00-12:15 / 13:45-18:30, Sa: 08:00-12:15;Tiefbauamt Basel-Stadt
47.5630010186, 7.59806775894;"{""type"": ""Point"", ""coordinates"": [7.59806775893516, 47.56300101857026]}";191;1008;Annahmestelle Sonderabfall;Lachenmeier Farben;Jegliche Art Sondeabfall (Medikamente, Batterien, Chemikalien, Farben usw.) / in Haushaltsmengen;Clarastrasse 46;4058;Basel;+41 (0) 61 681 00 36;http://www.lachenmeierfarben.ch/;Mo-Fr: 08:00-12:30 / 13:30-18:30, Sa: 09:00-16:00;Tiefbauamt Basel-Stadt
47.576987676, 7.5697907342;"{""type"": ""Point"", ""coordinates"": [7.569790734200395, 47.576987675974145]}";200;1012;Annahmestelle Sonderabfall;Lottner Recyclingpark;Diverse Abfälle und Wertstoffe  in definierten Mengen, siehe Abfuhrplan;Schlachthofstrasse 18;4056;Basel;+41 (0) 61 386 96 66;http://www.lottner.ch/index.php/de/;Mo-Fr 6:30-11:45 und 12:45-16:45, Sa 8-14:45;Tiefbauamt Basel-Stadt
47.5663205072, 7.56532664852;"{""type"": ""Point"", ""coordinates"": [7.565326648518904, 47.56632050717291]}";204;1023;Annahmestelle Sonderabfall;Burgfelder-Apotheke;Jegliche Art Sondeabfall (Medikamente, Batterien, Chemikalien, Farben usw.) / in Haushaltsmengen;Burgfelderstrasse 170;4055;Basel;+41 (0) 61 321 29 29;http://www.burgfelderapotheke.ch/;Mo-Fr: 08:00-12:15 / 13:30-18:30, Sa: 08:00-13:00;Tiefbauamt Basel-Stadt
47.5657986063, 7.61926733448;"{""type"": ""Point"", ""coordinates"": [7.619267334477168, 47.565798606335846]}";208;16001;Verkauf Vignette Basel;Bäumlihofladen GmbH;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Bäumlihofstrasse 148;4058;Basel;+41 (0) 61 601 30 20;;;Amt für Umwelt und Energie Basel-Stadt
47.5475602214, 7.62199655377;"{""type"": ""Point"", ""coordinates"": [7.621996553769988, 47.547560221407345]}";209;16002;Verkauf Vignette Basel;Spar Supermarkt Birs-Ykauf GmbH;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Birsstrasse 200;4052;Basel;+41 (0) 61 312 56 40;;;Amt für Umwelt und Energie Basel-Stadt
