geo_point_2d;geo_shape;objid;id_entsorg;kategorie;name;beschreibu;adresse;plz;ortschaft;telefon;www_link;oeffnungsz;zustaendig
47.5621541084, 7.57312333003;"{""type"": ""Point"", ""coordinates"": [7.573123330026608, 47.562154108362385]}";210;16003;Verkauf Vignette Basel;Impuls Drogerie Hildebrand;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Burgfelderstrasse 9;4055;Basel;+41 (0) 61 321 23 73;;;Amt für Umwelt und Energie Basel-Stadt
47.5554067653, 7.58894106468;"{""type"": ""Point"", ""coordinates"": [7.58894106468032, 47.555406765323255]}";212;16005;Verkauf Vignette Basel;Drogerie zum Chrüterhüsli AG;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Gerbergasse 69;4001;Basel;+41 (0) 61 269 91 20;;;Amt für Umwelt und Energie Basel-Stadt
47.5819757679, 7.59371450675;"{""type"": ""Point"", ""coordinates"": [7.593714506754522, 47.58197576792357]}";218;16011;Verkauf Vignette Basel;Rhein Apotheke;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Kleinhüningeranlage 10;4057;Basel;+41 (0) 61 631 23 23;http://www.rhein-apotheke.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5524593916, 7.5678547933;"{""type"": ""Point"", ""coordinates"": [7.567854793304285, 47.552459391647965]}";222;16015;Verkauf Vignette Basel;St. Gallus-Apotheke;Verkauf von Sperrgut- und Grüngutvignetten für Basel;St. Galler-Ring 177;4054;Basel;+41 (0) 61 301 44 50;;;Amt für Umwelt und Energie Basel-Stadt
47.5661329719, 7.59079331964;"{""type"": ""Point"", ""coordinates"": [7.590793319642787, 47.56613297193417]}";225;16018;Verkauf Vignette Basel;K Kiosk;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Feldbergstrasse 50;4057;Basel;+41 (0) 61 681 00 32;;;Amt für Umwelt und Energie Basel-Stadt
47.5511681488, 7.58044939071;"{""type"": ""Point"", ""coordinates"": [7.580449390714461, 47.55116814884334]}";228;16021;Verkauf Vignette Basel;Coop BACHLETTEN;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Steinenring 45;4051;Basel;+41 (0) 61 270 91 30;;;Amt für Umwelt und Energie Basel-Stadt
47.5452080174, 7.58869772768;"{""type"": ""Point"", ""coordinates"": [7.588697727681452, 47.54520801737531]}";229;16022;Verkauf Vignette Basel;Coop BASEL SÜDPARK;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Güterstrasse 125;4053;Basel;+41 (0) 61 365 95 20;;;Amt für Umwelt und Energie Basel-Stadt
47.5651363334, 7.61789558841;"{""type"": ""Point"", ""coordinates"": [7.617895588407255, 47.56513633344675]}";230;16023;Verkauf Vignette Basel;Coop BÄUMLIHOF;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Bäumlihofstrasse 132;4058;Basel;+41 (0) 61 606 96 00;;;Amt für Umwelt und Energie Basel-Stadt
47.5630658594, 7.59753066742;"{""type"": ""Point"", ""coordinates"": [7.597530667424985, 47.56306585937009]}";233;16026;Verkauf Vignette Basel;Coop EUROPE / Kiosk;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Clarastrasse 41;4058;Basel;+41 (0) 61 686 75 00;;;Amt für Umwelt und Energie Basel-Stadt
47.5495745198, 7.60667328692;"{""type"": ""Point"", ""coordinates"": [7.606673286916446, 47.54957451977195]}";235;16028;Verkauf Vignette Basel;Coop HARDSTRASSE;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Hardstrasse 95;4052;Basel;+41 (0) 61 373 23 10;;;Amt für Umwelt und Energie Basel-Stadt
47.534232958, 7.59321880538;"{""type"": ""Point"", ""coordinates"": [7.593218805377004, 47.5342329579536]}";236;16029;Verkauf Vignette Basel;Coop HAUENSTEIN;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Hauensteinstrasse 88;4059;Basel;+41 (0) 61 361 95 45;;;Amt für Umwelt und Energie Basel-Stadt
47.5601310744, 7.56732293983;"{""type"": ""Point"", ""coordinates"": [7.567322939825629, 47.560131074352384]}";237;16030;Verkauf Vignette Basel;Coop HELVETIAPLATZ;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Obwaldnerstrasse 4;4055;Basel;+41 (0) 61 385 93 70;;;Amt für Umwelt und Energie Basel-Stadt
47.5607733209, 7.57552813238;"{""type"": ""Point"", ""coordinates"": [7.575528132376302, 47.560773320870965]}";241;16034;Verkauf Vignette Basel;Coop SPALEMÄRT;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Missionsstrasse 53;4055;Basel;+41 (0) 61 385 94 45;;;Amt für Umwelt und Energie Basel-Stadt
47.5706503941, 7.57335630894;"{""type"": ""Point"", ""coordinates"": [7.5733563089426, 47.57065039414927]}";242;16035;Verkauf Vignette Basel;Coop VOLTA ZENTRUM;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Vogesenplatz 10;4056;Basel;+41 (0) 61 327 93 40;;;Amt für Umwelt und Energie Basel-Stadt
47.5572522983, 7.5705700179;"{""type"": ""Point"", ""coordinates"": [7.570570017903789, 47.55725229831485]}";244;16037;Verkauf Vignette Basel;K Kiosk Wartehalle BVB;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Allschwilerplatz 13;4055;Basel;+41 (0) 61 302 09 25;;;Amt für Umwelt und Energie Basel-Stadt
47.5688906933, 7.56944794059;"{""type"": ""Point"", ""coordinates"": [7.569447940590567, 47.568890693305576]}";246;16039;Verkauf Vignette Basel;K Kiosk LUZERNERRING;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Flughafenstrasse 67;4056;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.5468412641, 7.56489790088;"{""type"": ""Point"", ""coordinates"": [7.564897900883931, 47.5468412641425]}";247;16040;Verkauf Vignette Basel;K Kiosk NEUBAD;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Neuweilerplatz 4;4054;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.5476694451, 7.58927272239;"{""type"": ""Point"", ""coordinates"": [7.589272722393646, 47.54766944514623]}";249;16042;Verkauf Vignette Basel;Migros BASEL BAHNHOF;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Centralbahnstrasse 10;4051;Basel;+41 (0) 58 575 84 00;;;Amt für Umwelt und Energie Basel-Stadt
47.5616993952, 7.59239770924;"{""type"": ""Point"", ""coordinates"": [7.592397709241088, 47.56169939519078]}";251;16044;Verkauf Vignette Basel;Migros BASEL CLARAMARKT;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Ochsengasse 2;4058;Basel;+41 (0) 58 575 85 00;;;Amt für Umwelt und Energie Basel-Stadt
47.5692630026, 7.59644902318;"{""type"": ""Point"", ""coordinates"": [7.596449023178751, 47.569263002626435]}";253;16046;Verkauf Vignette Basel;Migros BASEL EFRINGER;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Efringerstrasse 32;4057;Basel;+41 (0) 58 575 86 40;;;Amt für Umwelt und Energie Basel-Stadt
47.5698613808, 7.61551505479;"{""type"": ""Point"", ""coordinates"": [7.6155150547859, 47.56986138082456]}";254;16047;Verkauf Vignette Basel;Migros BASEL EGLISEE;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Riehenstrasse 315;4058;Basel;+41 (0) 58 575 75 00;;;Amt für Umwelt und Energie Basel-Stadt
47.5435848694, 7.59212677191;"{""type"": ""Point"", ""coordinates"": [7.592126771913945, 47.54358486942928]}";255;16048;Verkauf Vignette Basel;Migros BASEL GUNDELITOR;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Güterstrasse 180;4053;Basel;+41 (0) 61 575 81 00;;;Amt für Umwelt und Energie Basel-Stadt
47.5395172237, 7.60407634683;"{""type"": ""Point"", ""coordinates"": [7.604076346834209, 47.539517223719585]}";257;16050;Verkauf Vignette Basel;Migros BASEL MPARC DREISPITZ;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Münchensteinerstrasse 200;4053;Basel;+41 (0) 58 575 73 00;;;Amt für Umwelt und Energie Basel-Stadt
47.5801313198, 7.59611799898;"{""type"": ""Point"", ""coordinates"": [7.59611799898433, 47.580131319796095]}";260;16053;Verkauf Vignette Basel;Migros BASEL STÜCKI SHOPPING;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Hochbergerstrasse 70;4057;Basel;+41 (0) 58 575 89 50;;;Amt für Umwelt und Energie Basel-Stadt
47.5612396766, 7.56479348765;"{""type"": ""Point"", ""coordinates"": [7.564793487646154, 47.56123967661597]}";262;16055;Verkauf Vignette Basel;Migros Partner WASGENRING;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Blotzheimerstrasse 61;4055;Basel;+41 (0) 58 575 87 90;;;Amt für Umwelt und Energie Basel-Stadt
47.5852599003, 7.65168643555;"{""type"": ""Point"", ""coordinates"": [7.651686435548939, 47.58525990032653]}";272;17006;Verkauf Vignette Riehen und Bettingen;Migro MM, Riehen Dorf;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Webergässchen 8;4125;Riehen;;https://www.migros.ch/de.html;;Gemeinde Riehen
47.5855581713, 7.65034273363;"{""type"": ""Point"", ""coordinates"": [7.650342733628151, 47.58555817128944]}";273;17010;Verkauf Vignette Riehen und Bettingen;Denner, Filiale Riehen;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Baselstrasse 58;4125;Riehen;;https://www.denner.ch/de/;;Gemeinde Riehen
47.5714515213, 7.63121857506;"{""type"": ""Point"", ""coordinates"": [7.631218575064956, 47.571451521320796]}";277;17012;Verkauf Vignette Riehen und Bettingen;Kiosk Kreis, Yildiz;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Rauracherstrasse 24;4125;Riehen;;;;Gemeinde Riehen
47.5699059297, 7.61564917239;"{""type"": ""Point"", ""coordinates"": [7.615649172388935, 47.56990592971241]}";278;17011;Verkauf Vignette Riehen und Bettingen;Migros M, Filiale Basel Eglisee;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Riehenstrasse 315;4058;Basel;;https://www.migros.ch/de.html;;Gemeinde Riehen
47.558202307, 7.5867053365;"{""type"": ""Point"", ""coordinates"": [7.586705336498287, 47.55820230695007]}";4;3034;Brauchbare Dinge;Antiquariat Gerber AG;Antiquariat, Buchhandlung, Kunsthandel, Second-Hand-Shop;Schneidergasse 18;4051;Basel;+41 (0) 61 261 17 73;;;Amt für Umwelt und Energie Basel-Stadt
47.5311658977, 7.60693897143;"{""type"": ""Point"", ""coordinates"": [7.606938971430371, 47.531165897698564]}";6;3032;Brauchbare Dinge;OFFCUT;Secondhand Gebrauchtmaterialien, Überschüsse, Produktionsabfälle und Resten;Venedig-Strasse 30;4142;Münchenstein;+41 (0) 61 331 06 36;;;Amt für Umwelt und Energie Basel-Stadt
47.5484979048, 7.60879683627;"{""type"": ""Point"", ""coordinates"": [7.608796836268488, 47.5484979047754]}";8;3030;Brauchbare Dinge;Fotohaus Gellert;Foto-, Digital- und Filmfachgeschäft / Second-Hand-Shop;Hardstrasse 135;4052;Basel;+41 (0) 61 373 30 65;;;Amt für Umwelt und Energie Basel-Stadt
47.5679212634, 7.59354362426;"{""type"": ""Point"", ""coordinates"": [7.593543624258476, 47.56792126338546]}";9;3029;Brauchbare Dinge;Thomi Albert;Antiquariat / Buchhandlung / Secondhand Shop;Mörsbergerstrasse 48;4057;Basel;+41 (0) 61 692 69 25;;;Amt für Umwelt und Energie Basel-Stadt
47.5795247944, 7.59064456852;"{""type"": ""Point"", ""coordinates"": [7.590644568524991, 47.57952479438797]}";10;3028;Brauchbare Dinge;ROTKREUZLADEN Kleinhüningen;Second-Hand-Shop;Kleinhüningerstrasse 167;4057;Basel;+41 (0) 61 632 02 25;;;Amt für Umwelt und Energie Basel-Stadt
47.5454520996, 7.58738569971;"{""type"": ""Point"", ""coordinates"": [7.587385699710528, 47.545452099571804]}";11;3027;Brauchbare Dinge;Second Floor;Second-Hand-Shop, Fachhandel;Güterstrasse 114;4053;Basel;+41 (0) 61 361 77 22;;;Amt für Umwelt und Energie Basel-Stadt
47.5567441051, 7.58206804073;"{""type"": ""Point"", ""coordinates"": [7.582068040729276, 47.55674410506219]}";12;3026;Brauchbare Dinge;Schlöhlein GmbH;Musikhaus Musikinstrumente, Buchhandlung, Second-Hand-Shop, Antiquariat;Schützenmattstrasse 15;4051;Basel;+41 (0) 61 261 43 17;;;Amt für Umwelt und Energie Basel-Stadt
47.5588225895, 7.6003386037;"{""type"": ""Point"", ""coordinates"": [7.600338603696995, 47.5588225894654]}";13;3025;Brauchbare Dinge;Tischlein deck dich;Partyservice, Soziale Dienste, Second-Hand-Shop;Grenzacherstrasse 28;4058;Basel;+41 (0) 61 691 19 55;;;Amt für Umwelt und Energie Basel-Stadt
47.5626714536, 7.59353239298;"{""type"": ""Point"", ""coordinates"": [7.593532392977044, 47.56267145358123]}";18;3020;Brauchbare Dinge;Glubos Brockenbude Verein Kreislauf;Brockenhaus / Entsorgung Recycling / Räumungen;Rappoltshof 12;4057;Basel;+41 (0) 61 681 81 04;;;Amt für Umwelt und Energie Basel-Stadt
47.5437304784, 7.59463241646;"{""type"": ""Point"", ""coordinates"": [7.594632416464822, 47.54373047836899]}";24;3014;Brauchbare Dinge;Rotes Kreuz;Secondhand Shop / Kleider und Bücher;Bruderholzstrasse 20;4053;Basel;+41 (0) 61 319 56 70;;;Amt für Umwelt und Energie Basel-Stadt
47.5367584375, 7.60790105446;"{""type"": ""Point"", ""coordinates"": [7.607901054460524, 47.53675843747376]}";27;3011;Brauchbare Dinge;Heilsarmee Brocki Basel Dreispitz;Secondhand Shop / Brockenhaus;Leimgrubenweg 9;4053;Basel;+41 (0) 61 331 57 88;;;Amt für Umwelt und Energie Basel-Stadt
47.5560248307, 7.58958304959;"{""type"": ""Point"", ""coordinates"": [7.589583049593629, 47.55602483069222]}";30;3008;Brauchbare Dinge;Fizzen;Secondhand Shop;Pfluggässlein 1;4001;Basel;+41 (0) 61 281 02 03;;;Amt für Umwelt und Energie Basel-Stadt
47.5559543221, 7.58824895173;"{""type"": ""Point"", ""coordinates"": [7.588248951734111, 47.555954322113124]}";31;3007;Brauchbare Dinge;First und Secondhand Excllusiv Boutique;Secondhand Shop;Gerbergässlein 26;4051;Basel;+41 (0) 61 261 60 44;;;Amt für Umwelt und Energie Basel-Stadt
47.5666722128, 7.60126483473;"{""type"": ""Point"", ""coordinates"": [7.601264834727376, 47.56667221278823]}";32;3006;Brauchbare Dinge;Fasnachtskischte Jap's;Secondhand Shop;Mattenstrasse 39;4058;Basel;+41 (0) 61 691 90 29;;;Amt für Umwelt und Energie Basel-Stadt
47.5628165795, 7.59599371043;"{""type"": ""Point"", ""coordinates"": [7.595993710433781, 47.56281657953735]}";33;3005;Brauchbare Dinge;Clara-Brocki;Secondhand Shop / Brockenhaus;Claramattweg 16;4057;Basel;+41 (0) 61 701 41 41;;;Amt für Umwelt und Energie Basel-Stadt
47.5408924153, 7.59527837634;"{""type"": ""Point"", ""coordinates"": [7.595278376336206, 47.54089241530055]}";37;3001;Brauchbare Dinge;Anna-Bella;Secondhand Shop / Second-Hand Kleider;J. J. Balmer-Strasse 1;4053;Basel;+41 (0) 61 312 19 82;;;Amt für Umwelt und Energie Basel-Stadt
47.5663841458, 7.59232385546;"{""type"": ""Point"", ""coordinates"": [7.592323855463541, 47.56638414576114]}";39;4029;Brillen;VIU Eyewear;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Feldbergstrasse 70;4057;Basel;+41 (0) 61 508 51 67;;;Amt für Umwelt und Energie Basel-Stadt
47.5326580955, 7.59392312255;"{""type"": ""Point"", ""coordinates"": [7.593923122545593, 47.53265809550777]}";41;4027;Brillen;Bruderholz Optik Dr. Fischer;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Bruderholzallee 165;4059;Basel;+41 (0) 61 361 00 93;;;Amt für Umwelt und Energie Basel-Stadt
47.5344523316, 7.60672438547;"{""type"": ""Point"", ""coordinates"": [7.606724385473521, 47.534452331646136]}";44;4024;Brillen;Optiswiss AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Lyon-Strasse 26;4053;Basel;+41 (0) 61 337 15 15;;;Amt für Umwelt und Energie Basel-Stadt
47.5556937232, 7.59038191763;"{""type"": ""Point"", ""coordinates"": [7.590381917631732, 47.555693723168716]}";48;4020;Brillen;VISILAB Frei Strasse;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Freie Strasse 54;4001;Basel;+41 (0) 61 264 20 20;;;Amt für Umwelt und Energie Basel-Stadt
47.5517446873, 7.5875157839;"{""type"": ""Point"", ""coordinates"": [7.587515783901264, 47.5517446872651]}";52;4016;Brillen;Pro-optik AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Steinenvorstadt 62;4051;Basel;+41 (0) 61 281 81 45;;;Amt für Umwelt und Energie Basel-Stadt
47.5629789794, 7.59221114208;"{""type"": ""Point"", ""coordinates"": [7.592211142082775, 47.562978979352316]}";57;4011;Brillen;Optiker Reiniger GmbH;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Untere Rebgasse 22;4058;Basel;+41 (0) 61 681 66 27;;;Amt für Umwelt und Energie Basel-Stadt
47.5801339655, 7.59597695314;"{""type"": ""Point"", ""coordinates"": [7.595976953140185, 47.580133965519614]}";63;4005;Brillen;Fielmann AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Hochbergerstrasse 70;4057;Basel;+41 (0) 61 633 20 50;;;Amt für Umwelt und Energie Basel-Stadt
47.5576330041, 7.58810749182;"{""type"": ""Point"", ""coordinates"": [7.588107491816633, 47.55763300408679]}";64;4004;Brillen;Fielmann AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Marktplatz 16;4001;Basel;+41 (0) 61 266 16 20;;;Amt für Umwelt und Energie Basel-Stadt
47.5432518422, 7.594360796;"{""type"": ""Point"", ""coordinates"": [7.594360796002084, 47.54325184215635]}";67;4001;Brillen;Tellplatz Optik GmbH;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Bruderholzstrasse 42;4053;Basel;+41 (0) 61 361 22 08;;;Amt für Umwelt und Energie Basel-Stadt
47.5475577826, 7.62208880105;"{""type"": ""Point"", ""coordinates"": [7.622088801051796, 47.547557782647246]}";70;15007;Verkauf Chipkarte Bio Klappe Basel;Spar Supermarkt Birs-Ykauf GmbH;Verkauf und Aufladung von Chipkarten für die Bio-Klappen / MO-FR 8-19 / SA 8-18 / SO 9-18;Birsstrasse 200;4052;Basel;+41 (0) 61 312 56 40;;;Amt für Umwelt und Energie Basel-Stadt
47.5601792964, 7.58676379199;"{""type"": ""Point"", ""coordinates"": [7.586763791994874, 47.560179296373704]}";74;15002;Verkauf Chipkarte Bio Klappe Basel;Kundenzentrum Spiegelhof des JSD;Verkauf und Aufladung von Chipkarten für die Bio-Klappen / MO-FR 9-17.30 Uhr (MI bis 18.30);Spegelgasse 6;4001;Basel;+41 (0) 61 267 71 71;http://www.bdm.bs.ch/?;;Amt für Umwelt und Energie Basel-Stadt
47.5460706273, 7.57161350469;"{""type"": ""Point"", ""coordinates"": [7.571613504689374, 47.546070627321306]}";76;15000;Verkauf Chipkarte Bio Klappe Basel;Wohngenossenschaft Holeestrasse;Verkauf und Aufladung von Chipkarten für die Bio-Klappen / MO-FR 8.30-11.30 Uhr / Büro nicht immer besetzt;Kaltbrunnenstrasse 35;4054;Basel;+41 (0) 61 302 95 18;http://www.wgholee.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5401850443, 7.61471876104;"{""type"": ""Point"", ""coordinates"": [7.614718761039663, 47.54018504432782]}";79;7029;Kleider und Textilien;Brockenstube auf dem Wolf;Brockenstube;Auf dem Wolf 30;4052;Basel;061 311 01 01;www.brockiwolf.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5627082628, 7.5971854559;"{""type"": ""Point"", ""coordinates"": [7.597185455902355, 47.56270826276062]}";80;7028;Kleider und Textilien;Textilreinigung Discount Cleaning;Automat - Telltex;Clarastrasse 32;4057;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.5567275784, 7.58718560422;"{""type"": ""Point"", ""coordinates"": [7.587185604220013, 47.556727578412975]}";84;7026;Kleider und Textilien;Anna K. First- und Secondhand Fashion;Second-Hand-Shop;Rümelinsplatz 15;4001;Basel;+41 (0) 61 261 62 64;;;Amt für Umwelt und Energie Basel-Stadt
47.5581015827, 7.58606232868;"{""type"": ""Point"", ""coordinates"": [7.586062328683805, 47.558101582721015]}";86;7023;Kleider und Textilien;Rindlisbacher Gigi;Damenmode, Second-Hand-Shop;Andreasplatz 7;4051;Basel;+41 (0) 61 261 29 04;;;Amt für Umwelt und Energie Basel-Stadt
47.5590472066, 7.58345322849;"{""type"": ""Point"", ""coordinates"": [7.5834532284866, 47.559047206644756]}";87;7022;Kleider und Textilien;Flohmarkt Petersplatz;Jeweils am Samstag von 07.30 - 16.00 Uhr / Anmeldung obligatorisch;Petersplatz;4051;Basel;+41 (0) 61 267 70 43;http://www.messen-maerkte.bs.ch/flohmarkt.htm;;Amt für Umwelt und Energie Basel-Stadt
47.5588023105, 7.60031776209;"{""type"": ""Point"", ""coordinates"": [7.600317762092629, 47.558802310547925]}";90;7019;Kleider und Textilien;Tischlein deck dich;Partyservice, Soziale Dienste, Second-Hand-Shop;Grenzaherstrasse 28;4058;Basel;+41 (0) 61 691 19 55;;;Amt für Umwelt und Energie Basel-Stadt
47.5626070096, 7.59356247497;"{""type"": ""Point"", ""coordinates"": [7.593562474972292, 47.56260700959837]}";91;7018;Kleider und Textilien;Glubos Brockenbude Verein Kreislauf;Brockenhaus / Entsorgung Recycling / Räumungen;Rappoltshof 12;4057;Basel;+41 (0) 61 681 81 04;;;Amt für Umwelt und Energie Basel-Stadt
47.5680923602, 7.60124128189;"{""type"": ""Point"", ""coordinates"": [7.601241281885202, 47.56809236022112]}";94;7015;Kleider und Textilien;Second Hand Knorli;Secondhand Shop, Brockenhaus / Babyartikel und mehr;Schönaustrasse 47;4058;Basel;+41 (0) 61 681 85 07;;;Amt für Umwelt und Energie Basel-Stadt
47.5570592061, 7.58810588606;"{""type"": ""Point"", ""coordinates"": [7.588105886063113, 47.55705920606218]}";95;7014;Kleider und Textilien;sahara SECONDHAND;Secondhand Shop;Gerbergasse 20/1;4001;Basel;+41 (0) 61 262 20 47;;;Amt für Umwelt und Energie Basel-Stadt
47.5560248307, 7.58958304959;"{""type"": ""Point"", ""coordinates"": [7.589583049593629, 47.55602483069222]}";100;7008;Kleider und Textilien;Fizzen;Secondhand Shop;Pfluggässlein 1;4001;Basel;+41 (0) 61 281 02 03;;;Amt für Umwelt und Energie Basel-Stadt
47.5559542994, 7.58826660856;"{""type"": ""Point"", ""coordinates"": [7.588266608555019, 47.55595429944765]}";101;7007;Kleider und Textilien;First und Secondhand Excllusiv Boutique;Secondhand Shop;Gerbergässlein 7;4051;Basel;+41 (0) 61 261 60 44;;;Amt für Umwelt und Energie Basel-Stadt
47.5666722128, 7.60126483473;"{""type"": ""Point"", ""coordinates"": [7.601264834727376, 47.56667221278823]}";102;7006;Kleider und Textilien;Fasnachtskischte Jap's;Secondhand Shop;Mattenstrasse 39;4058;Basel;+41 (0) 61 691 90 29;;;Amt für Umwelt und Energie Basel-Stadt
47.5588197684, 7.59530690738;"{""type"": ""Point"", ""coordinates"": [7.595306907375795, 47.55881976843277]}";104;7004;Kleider und Textilien;CARITAS beider Basel;Secondhand Shop, Boutique, Brockenhaus;Lindenberg 20;4058;Basel;+41 (0) 61 691 55 55;;;Amt für Umwelt und Energie Basel-Stadt
47.5519839556, 7.63857395665;"{""type"": ""Point"", ""coordinates"": [7.638573956649782, 47.5519839555944]}";112;8022;Kleidercontainer;Waser Entsorgung AG;Diverse Abfälle und Wertstoffe in allen Mengen / Mo-Fr 7:30-11:45 und 13-16:45 (Fr bis 16:30) Sa 9-13;Langenhagstrasse 50;4127;Birsfelden;+41 (0) 61 313 48 24;http://www.waserag.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5342868003, 7.59322151101;"{""type"": ""Point"", ""coordinates"": [7.593221511011169, 47.534286800283496]}";119;8029;Kleidercontainer;Kleidercontainer - COOP - TellTex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Hauensteinstrasse 88;4059;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5340629259, 7.60466897857;"{""type"": ""Point"", ""coordinates"": [7.604668978571433, 47.5340629258817]}";121;8015;Kleidercontainer;Kleidercontainer - Migros - Texaid;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Reinacherstrasse 202;4053;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
47.5404109238, 7.60331135229;"{""type"": ""Point"", ""coordinates"": [7.603311352293705, 47.54041092377711]}";123;8014;Kleidercontainer;Kleidercontainer - OBI - Texaid;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Reinacherstrasse 29;4053;Basel;;http://www.textilkoordination.ch;;Amt für Umwelt und Energie Basel-Stadt
